Code	Title	TitleEN	Disease_CMAUP	Disease_Category_CMAUP
ME84.3	坐骨神经痛	Sciatica	Sciatica	21.Symptoms, signs or clinical findings, not elsewhere classified
6A72	恶劣心境障碍	Dysthymic disorder	Dysthymic disorder	06.Mental, behavioural or neurodevelopmental disorders
8A40.2	继发进展型多发性硬化	Secondary progressive multiple sclerosis	Secondary progressive multiple sclerosis	08.Diseases of the nervous system
ME64.0	红斑	Erythema	Erythema	21.Symptoms, signs or clinical findings, not elsewhere classified
EK5Y	其他特指的外因引起的皮肤疾患	Other specified skin disorders provoked by external factors	Other specified skin disorders provoked by external factors	14.Diseases of the skin
DA0B	牙龈疾病	Gingival diseases	Gingival diseases	13.Diseases of the digestive system
9A60	结膜炎	Conjunctivitis	Conjunctiva disorder	09.Diseases of the visual system
SC00	恶阻（TM1）	Morning sickness disorder (TM1)	Morning sickness disorder	26.Supplementary Chapter Traditional Medicine Conditions - Module I
AB31	发作性前庭综合征	Episodic vestibular syndrome	Episodic vestibular syndrome	10.Diseases of the ear or mastoid process
9A61.1	翼状胬肉	Pterygium	Pterygium	09.Diseases of the visual system
CA4Z	未特指的肺部感染	Lung infections, unspecified	Lung infections, unspecified	12.Diseases of the respiratory system
DA42	胃炎	Gastritis	Chemotherapy/radiotherapy-induced mucositis	13.Diseases of the digestive system
DA60	胃溃疡	Gastric ulcer	Chemotherapy/radiotherapy-induced mucositis	13.Diseases of the digestive system
MD92	消化不良	Dyspepsia	Dyspepsia	21.Symptoms, signs or clinical findings, not elsewhere classified
DA42	胃炎	Gastritis	Helicobacter infection	13.Diseases of the digestive system
DA63	十二指肠溃疡	Duodenal ulcer	Helicobacter infection	13.Diseases of the digestive system
BD40	动脉粥样硬化性慢性动脉闭塞性疾病	Atherosclerotic chronic arterial occlusive disease	Atherosclerotic chronic arterial occlusive disease	11.Diseases of the circulatory system
2B5D.0	卵巢的恶性混合性上皮间叶性肿瘤	Malignant mixed epithelial mesenchymal tumour of ovary	Malignant mixed epithelial mesenchymal tumour of ovary	02.Neoplasms
2C51.Z	未特指的腹膜恶性肿瘤	Malignant neoplasms of peritoneum, unspecified	Malignant neoplasms of peritoneum, unspecified	02.Neoplasms
MF32	更年期症状或主诉	Menopausal symptom or complaint	Menopausal symptom or complaint	21.Symptoms, signs or clinical findings, not elsewhere classified
PK81.6	在治疗中采用与损伤或伤害有关的透析治疗	Dialysis associated with injury or harm in therapeutic use	Dialysis associated with injury or harm in therapeutic use	23.External causes of morbidity or mortality
5C52	先天性脂质代谢缺陷	Inborn errors of lipid metabolism	Inborn errors of lipid metabolism	05.Endocrine, nutritional or metabolic diseases
5A72	醛固酮过多症	Hyperaldosteronism	Hyperaldosteronism	05.Endocrine, nutritional or metabolic diseases
JB00	早产临产或早产	Preterm labour or delivery	Preterm labour/delivery	18.Pregnancy, childbirth or the puerperium
GA20.0	闭经	Amenorrhoea	Amenorrhoea	16.Diseases of the genitourinary system
5A61.2	促性腺激素缺乏	Gonadotropin deficiency	Gonadotropin deficiency	05.Endocrine, nutritional or metabolic diseases
8A03.16	脊髓小脑性共济失调	Spinocerebellar ataxia	Spinocerebellar ataxia	08.Diseases of the nervous system
GA32.0	卵巢过度刺激综合征	Ovarian hyperstimulation syndrome	Ovarian hyperstimulation syndrome	16.Diseases of the genitourinary system
GA16.0	子宫内膜腺性增生	Endometrial glandular hyperplasia	Endometrial glandular hyperplasia	16.Diseases of the genitourinary system
JA8B.0	特指不伴出血的前置胎盘	Placenta praevia specified as without haemorrhage	Placenta praevia specified as without haemorrhage	18.Pregnancy, childbirth or the puerperium
NC72.2Z	未特指的股骨颈骨折	Fracture of neck of femur, unspecified	Fracture of neck of femur, unspecified	22.Injury, poisoning or certain other consequences of external causes
2C65	遗传性乳腺癌-卵巢癌综合征	Hereditary breast and ovarian cancer syndrome	Hereditary breast and ovarian cancer syndrome	02.Neoplasms
2C73	卵巢恶性肿瘤	Malignant neoplasms of ovary	Malignant neoplasms of ovary	02.Neoplasms
GB06.2	阴茎纤维瘤病	Penile fibromatosis	Penile fibromatosis	16.Diseases of the genitourinary system
EB60.0	女阴硬化性苔藓	Lichen sclerosus of vulva	Lichen sclerosus of vulva	14.Diseases of the skin
BD42	雷诺现象	Raynaud phenomenon	Raynaud phenomenon	11.Diseases of the circulatory system
4A00	固有免疫疾患引起的原发性免疫缺陷	Primary immunodeficiencies due to disorders of innate immunity	Innate/adaptive immunodeficiency	04.Diseases of the immune system
2A86	B细胞淋巴瘤，混合特征的	B-cell lymphoma, mixed features	B-cell lymphoma	02.Neoplasms
8C11	下肢单神经病	Mononeuropathies of lower limb	Lower limb mononeuropathy	08.Diseases of the nervous system
5B5K.0	铁缺乏	Iron deficiency	Iron deficiency	05.Endocrine, nutritional or metabolic diseases
NC16.3	肱三头肌肌肉、筋膜或肌腱的损伤	Injury of muscle, fascia or tendon of triceps	Injury of muscle, fascia or tendon of triceps	22.Injury, poisoning or certain other consequences of external causes
QE01	精神紧张 ，不可归类在他处者	Stress, not elsewhere classified	Stress, not elsewhere classified	24.Factors influencing health status or contact with health services
8A68.0	局灶性无意识的癫痫发作	Focal unaware seizure	Focal Seizures	08.Diseases of the nervous system
8A68.3	局灶性意识清醒的癫痫发作	Focal aware seizure	Focal Seizures	08.Diseases of the nervous system
LD2D.2	结节性硬化症	Tuberous sclerosis	Tuberous sclerosis	20.Developmental anomalies
NA07.6	创伤性硬膜下出血	Traumatic subdural haemorrhage	Hematoma;Subdural;Chronic	22.Injury, poisoning or certain other consequences of external causes
4A40.0Y	其他特指的系统性红斑狼疮	Other specified systemic lupus erythematosus	Other specified systemic lupus erythematosus	04.Diseases of the immune system
8B01	蛛网膜下腔出血	Subarachnoid haemorrhage	Subarachnoid haemorrhage	08.Diseases of the nervous system
MF8Y	其他特指的泌尿系统标本的临床所见	Other specified clinical findings in specimens from the urinary system	Urinary system clinical sympton	21.Symptoms, signs or clinical findings, not elsewhere classified
2B92.Z	未特指的直肠恶性肿瘤	Malignant neoplasms of rectum, unspecified	Malignant neoplasms of rectum, unspecified	02.Neoplasms
XH0GS9	腺癌，宫颈内型	Adenocarcinoma, endocervical type	Adenocarcinoma, endocervical type	X.Extension Codes
2C74.Z	未特指的输卵管恶性肿瘤	Malignant neoplasms of fallopian tube, unspecified	Malignant neoplasms of fallopian tube, unspecified	02.Neoplasms
NA07.6	创伤性硬膜下出血	Traumatic subdural haemorrhage	Traumatic subdural haemorrhage	22.Injury, poisoning or certain other consequences of external causes
2C25.3	支气管或肺大细胞癌	Large cell carcinoma of bronchus or lung	Large cell carcinoma of bronchus or lung	02.Neoplasms
2C95	累及泌尿器官交搭跨越部位的恶性肿瘤	Malignant neoplasm involving overlapping sites of urinary organs	Urogenital cancer	02.Neoplasms
2C9Z	未特指的泌尿道恶性肿瘤	Malignant neoplasms of urinary tract, unspecified	Urogenital cancer	02.Neoplasms
DA42.73	病因不明的慢性萎缩性胃炎	Chronic atrophic gastritis of unknown aetiology	Chronic atrophic gastritis of unknown aetiology	13.Diseases of the digestive system
XH0SD2	子宫内膜样腺癌，NOS	Endometrioid adenocarcinoma, NOS	Endometrioid adenocarcinoma, NOS	X.Extension Codes
2B56	原发部位血管肉瘤	Angiosarcoma, primary site	Angiosarcoma	02.Neoplasms
XH8EH1	移行细胞癌，NOS	Transitional cell carcinoma, NOS	Transitional cell carcinoma, NOS	X.Extension Codes
2C73.Y	其他特指的卵巢恶性肿瘤	Other specified malignant neoplasms of the ovary	ovarian cystadenocarcinoma	02.Neoplasms
8C73.Y	其他特指的线粒体肌病	Other specified mitochondrial myopathies	Other specified mitochondrial myopathies	08.Diseases of the nervous system
XH2KC1	多形性腺瘤	Pleomorphic adenoma	Pleomorphic adenoma	X.Extension Codes
2F96	女性生殖器官生物学行为未知的肿瘤	Neoplasms of unknown behaviour of female genital organs	Neoplasms of unknown behaviour of female genital organs	02.Neoplasms
XH6AK2	胸腺癌，NOS	Thymic carcinoma, NOS	Thymic carcinoma, NOS	X.Extension Codes
2F90.0	结肠生物学行为未知的肿瘤	Neoplasms of unknown behaviour of colon	Neoplasms of unknown behaviour of colon	02.Neoplasms
2E65.Y	其他特指的乳腺原位癌	Other specified carcinoma in situ of breast	Other specified carcinoma in situ of breast	02.Neoplasms
2D70	肺转移性恶性肿瘤	Malignant neoplasm metastasis in lung	Metastatic lung neoplasm	02.Neoplasms
XH1YY4	癌，未分化，NOS	Carcinoma, undifferentiated, NOS	Carcinoma, undifferentiated, NOS	X.Extension Codes
2B6A.0	口咽鳞状细胞癌	Squamous cell carcinoma of oropharynx	Squamous cell carcinoma of oropharynx	02.Neoplasms
XH9G57	性索-性腺间质瘤，NOS	Sex cord-gonadal stromal tumour, NOS	Sex cord-gonadal stromal tumour, NOS	X.Extension Codes
2C77.Z	未特指的宫颈恶性肿瘤	Malignant neoplasms of cervix uteri, unspecified	Malignant neoplasms of cervix uteri, unspecified	02.Neoplasms
2C72	子宫韧带、子宫旁组织或子宫附件恶性肿瘤	Malignant neoplasms of uterine ligament, parametrium, or uterine adnexa	Uterine ligament/parametrium/uterine adnexa neoplasm	02.Neoplasms
EJ7Z	未特指的电离辐射引起的皮肤病	Dermatoses due to ionizing radiation, unspecified	Dermatoses due to ionizing radiation, unspecified	14.Diseases of the skin
XH5PM0	疣状癌，NOS	Verrucous carcinoma, NOS	Verrucous carcinoma, NOS	X.Extension Codes
GA15.7	宫颈低级别鳞状上皮内病变	Low grade squamous intraepithelial lesion of cervix uteri	Low grade squamous intraepithelial lesion of cervix uteri	16.Diseases of the genitourinary system
2C81	阴茎恶性肿瘤	Malignant neoplasms of penis	Penile cancer	02.Neoplasms
2C70	外阴恶性肿瘤	Malignant neoplasms of vulva	Malignant neoplasms of vulva	02.Neoplasms
XH8DS0	神经内分泌瘤，NOS	Neuroendocrine tumour, NOS	Neuroendocrine tumour, NOS	X.Extension Codes
2B6A.Y	其他特指的口咽恶性肿瘤	Other specified malignant neoplasms of oropharynx	Other specified malignant neoplasms of oropharynx	02.Neoplasms
BB80.Z	未特指的三尖瓣狭窄	Tricuspid valve stenosis, unspecified	stricture	11.Diseases of the circulatory system
LB15.1	小肠闭锁	Atresia of small intestine	stricture	11.Diseases of the circulatory system
2C00	肛门或肛管恶性肿瘤	Malignant neoplasms of anus or anal canal	Malignant neoplasms of anus or anal canal	02.Neoplasms
XH7JQ0	甲状旁腺癌	Parathyroid carcinoma	Parathyroid carcinoma	X.Extension Codes
2C51.2	腹膜间皮瘤	Mesotheliomas of peritoneum	Mesotheliomas of peritoneum	02.Neoplasms
XH0V86	混合瘤，恶性，NOS	Mixed tumour, malignant, NOS	Mixed tumour, malignant, NOS	X.Extension Codes
2C71	阴道恶性肿瘤	Malignant neoplasms of vagina	Malignant neoplasms of vagina	02.Neoplasms
2C12.10	肝内胆管癌	Intrahepatic cholangiocarcinoma	Intrahepatic cholangiocarcinoma	02.Neoplasms
JA63.2	妊娠期发生的糖尿病	Diabetes mellitus arising in pregnancy	Diabetes mellitus arising in pregnancy	18.Pregnancy, childbirth or the puerperium
5A61.5	中枢性尿崩症	Central diabetes insipidus	Central diabetes insipidus	05.Endocrine, nutritional or metabolic diseases
8A40.1	原发进展型多发性硬化	Primary progressive multiple sclerosis	Primary progressive multiple sclerosis	08.Diseases of the nervous system
BD50	主动脉瘤或主动脉夹层	Aortic aneurysm or dissection	Aneurysm/dissection	11.Diseases of the circulatory system
2B51.Y	其他特指部位骨和关节软骨骨肉瘤	Osteosarcoma of bone or articular cartilage of other specified sites	Osteosarcoma of bone and articular cartilage of other specified sites	02.Neoplasms
EF01	脂肪萎缩或脂肪营养不良	Lipoatrophy or lipodystrophy	Lipoatrophy/lipodystrophy	14.Diseases of the skin
1B20	麻风病	Leprosy	Leprosy	01.Certain infectious or parasitic diseases
5A61.0	垂体功能减退症	Hypopituitarism	Hypopituitarism	05.Endocrine, nutritional or metabolic diseases
9D90.6	盲	Blindness	Blindness	09.Diseases of the visual system
2D42	不明部位的恶性肿瘤	Malignant neoplasms of ill-defined sites	Malignant neoplasms of ill-defined sites	02.Neoplasms
5C80.Z	未特指的高脂蛋白血症	Hyperlipoproteinaemia, unspecified	Hyperlipoproteinaemia, unspecified	05.Endocrine, nutritional or metabolic diseases
6E40.4	影响分类于他处的障碍或疾病的应激相关生理反应	Stress-related physiological response affecting disorders or diseases classified elsewhere	Stress-related physiological response affecting disorders or diseases classified elsewhere	06.Mental, behavioural or neurodevelopmental disorders
